name,accident_loc,types_str
World Trade Center Mall,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,shopping_mall_point_of_interest_establishment
The mall,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,shopping_mall_point_of_interest_establishment
Shamsu General Trading LLC,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,shopping_mall_point_of_interest_establishment
Suwaidan Foodstuff,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,shopping_mall_point_of_interest_establishment
ALQARAT SHOPPING CENTER,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,shopping_mall_point_of_interest_establishment
Souk,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,shopping_mall_point_of_interest_establishment
World Trade Center,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,shopping_mall_point_of_interest_establishment
Central Market,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,shopping_mall_point_of_interest_establishment
fresco Hypermarket,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,shopping_mall_point_of_interest_establishment
Etihad stadium,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,stadium_point_of_interest_establishment
Pure Gold Jewellers,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,jewelry_store_finance_point_of_interest_store_establishment
Bliss Flower Boutique,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,florist_point_of_interest_store_establishment
دكتور نيوترشن للرشاقة,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,grocery_or_supermarket_food_health_point_of_interest_store_establishment
Al Sayegh Jewellery LLC,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,jewelry_store_point_of_interest_store_establishment
Victoria's Secret Beauty & Accessories,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,point_of_interest_store_establishment
NIKE,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,shoe_store_point_of_interest_store_establishment
Caribou Coffee,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,cafe_food_point_of_interest_store_establishment
Etisalat - إتصالات,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,point_of_interest_store_establishment
Shoe Mart,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,shoe_store_point_of_interest_store_establishment
Starbucks,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,cafe_food_point_of_interest_store_establishment
Bissan,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,clothing_store_point_of_interest_store_establishment
Magrudy's World Trade Centre Mall Abu Dhabi المجرودي,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,book_store_point_of_interest_store_establishment
Dune Fotouh Al Khair Mall,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,shoe_store_point_of_interest_store_establishment
Sacoor Brothers,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,clothing_store_point_of_interest_store_establishment
Le Cadeau UAE,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,bakery_food_point_of_interest_store_establishment
TADMOR JEWELLERS,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,jewelry_store_point_of_interest_store_establishment
PANDORA,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,jewelry_store_point_of_interest_store_establishment
West Zone Supermarket - EMI Tower,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,supermarket_grocery_or_supermarket_food_point_of_interest_store_establishment
Spinneys,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,supermarket_grocery_or_supermarket_food_point_of_interest_store_establishment
ARIF FOOD STUFF CO LLC,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,supermarket_grocery_or_supermarket_food_point_of_interest_store_establishment
Garachi Trading Stores,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,supermarket_grocery_or_supermarket_food_point_of_interest_store_establishment
Three One Three Baqala,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,supermarket_grocery_or_supermarket_food_point_of_interest_store_establishment
مكتب سما العين لتأجير السيارات,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,supermarket_grocery_or_supermarket_food_point_of_interest_store_establishment
Nazir Store L.L.C.,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,supermarket_grocery_or_supermarket_food_point_of_interest_store_establishment
Al Ain Supermarket,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,supermarket_grocery_or_supermarket_food_point_of_interest_store_establishment
United express supermarket,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,supermarket_shopping_mall_grocery_or_supermarket_food_point_of_interest_store_establishment
LuLu Hypermarket - The Mall - WTC,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,department_store_supermarket_grocery_or_supermarket_food_point_of_interest_store_establishment
Alzulfa Baqala,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,supermarket_grocery_or_supermarket_food_point_of_interest_store_establishment
Mohammed Akter Supermarket( Electra),IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,supermarket_grocery_or_supermarket_food_point_of_interest_store_establishment
Abu Dhabi COOP Khalifa Street,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,supermarket_grocery_or_supermarket_food_point_of_interest_store_establishment
AL SAFA SUPERMARKET -ELECTRA STREET,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,supermarket_grocery_or_supermarket_food_point_of_interest_store_establishment
文化广场,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,museum_tourist_attraction_point_of_interest_establishment
Art Hub,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,tourist_attraction_museum_point_of_interest_establishment
Qasr AlHosn,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,tourist_attraction_point_of_interest_establishment
Century International Travel LLC,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,travel_agency_point_of_interest_establishment
Binham Travel & Tourism Agency,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,travel_agency_point_of_interest_establishment
Musafir Hamdan Branch,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,travel_agency_point_of_interest_establishment
Al Aweidha Travel,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,travel_agency_point_of_interest_establishment
Al Aweidha Group of Companies,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,travel_agency_point_of_interest_establishment
Omeir Bin Youssef & Sons LLC,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,real_estate_agency_travel_agency_point_of_interest_establishment
Singapore Airlines,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,travel_agency_point_of_interest_establishment
Alitalia,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,travel_agency_point_of_interest_establishment
Al Ain Oasis Holidays,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,travel_agency_point_of_interest_establishment
Asrar Travel & Tourism,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,travel_agency_point_of_interest_establishment
Bin Ham Travels-Main Branch,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,travel_agency_point_of_interest_establishment
Gulf Express Travel LLC,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,travel_agency_point_of_interest_establishment
Rahlty Travel,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,travel_agency_point_of_interest_establishment
Omeir Holidays,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,travel_agency_point_of_interest_establishment
Saudi Arabian Airlines - Saudi Airlines,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,travel_agency_point_of_interest_establishment
Orient Travel Agency,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,travel_agency_point_of_interest_establishment
Sylhet Travel & Tours,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,travel_agency_point_of_interest_establishment
The Land of Holidays,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,travel_agency_point_of_interest_establishment
Abu Dhabi Travel Bureau Head Office,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,travel_agency_point_of_interest_establishment
Business Professionals Education Centre,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,university_point_of_interest_establishment
Thumbay Pharmacy,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,pharmacy_university_health_point_of_interest_store_establishment
Marina Pharmacy,IP28A تقاطع راشد بن سعيد آل مكتوم - شارع 27,university_point_of_interest_establishment
Professional Software بروفيشنال للبرمجيات,تقاطع إشارات الساعة,accounting_finance_point_of_interest_establishment
Standard Keys Financial and Management Consultancy (SKC),تقاطع إشارات الساعة,accounting_finance_point_of_interest_establishment
Kunooz tax consulting,تقاطع إشارات الساعة,accounting_finance_point_of_interest_establishment
ADDC ATM,تقاطع إشارات الساعة,atm_finance_point_of_interest_establishment
Dubai Islamic Bank,تقاطع إشارات الساعة,bank_atm_finance_point_of_interest_establishment
"ADCB ATM, Najda Street",تقاطع إشارات الساعة,atm_finance_point_of_interest_establishment
"ATM , First Abu Dhabi Bank (FAB) | ADWEA, Abu Dhabi",تقاطع إشارات الساعة,atm_finance_point_of_interest_establishment
Ibsais Sweets,تقاطع إشارات الساعة,bakery_food_point_of_interest_store_establishment
Gulf Queen Pastry,تقاطع إشارات الساعة,bakery_food_point_of_interest_store_establishment
Al Sultan Bakeries and Markets,تقاطع إشارات الساعة,bakery_food_point_of_interest_store_establishment
Bent Jabail Pastry & Bakeries,تقاطع إشارات الساعة,bakery_food_point_of_interest_store_establishment
Caracas Pastry,تقاطع إشارات الساعة,bakery_restaurant_food_point_of_interest_store_establishment
On The Wood - Abu Dhabi,تقاطع إشارات الساعة,restaurant_bakery_food_point_of_interest_store_establishment
ADCB Maintenance,تقاطع إشارات الساعة,bank_finance_point_of_interest_establishment
"National Bank Of Oman, Abu Dhabi Branch",تقاطع إشارات الساعة,bank_finance_point_of_interest_establishment
Citibank - Abu Dhabi Branch,تقاطع إشارات الساعة,bank_finance_point_of_interest_establishment
Dubai Islamic Bank,تقاطع إشارات الساعة,bank_atm_finance_point_of_interest_establishment
Doha bank,تقاطع إشارات الساعة,bank_finance_point_of_interest_establishment
Etihad Bank,تقاطع إشارات الساعة,bank_finance_point_of_interest_establishment
Moonlight Ladies Salon,تقاطع إشارات الساعة,beauty_salon_hair_care_point_of_interest_establishment
Life beauty center,تقاطع إشارات الساعة,beauty_salon_point_of_interest_establishment
Alwan Beauty Saloon,تقاطع إشارات الساعة,beauty_salon_point_of_interest_establishment
Varna Beauty Center,تقاطع إشارات الساعة,beauty_salon_point_of_interest_establishment
Umm Hamada Henna & Beauty Saloon,تقاطع إشارات الساعة,beauty_salon_point_of_interest_establishment
Well Care Gents Saloon,تقاطع إشارات الساعة,beauty_salon_point_of_interest_establishment
Viola Beauty Salon,تقاطع إشارات الساعة,beauty_salon_point_of_interest_establishment
House of Barber Salon,تقاطع إشارات الساعة,beauty_salon_hair_care_spa_health_point_of_interest_establishment
صالون البرج الذهبي Golden Tower Salon,تقاطع إشارات الساعة,beauty_salon_point_of_interest_establishment
A One Saloon,تقاطع إشارات الساعة,beauty_salon_point_of_interest_establishment
Velo spa and beauty center,تقاطع إشارات الساعة,beauty_salon_point_of_interest_establishment
Head to Toe Beauty Centre Al Falah Branch,تقاطع إشارات الساعة,beauty_salon_point_of_interest_establishment
